"","oil","gas_total","period","well_name"
"1143",1325.829,0,1996-03-01,"FIELD211"
"1144",527.801,13081.3920358733,1996-02-01,"FIELD211"
"1145",499.39,12279.034187689,1996-01-01,"FIELD211"
"1146",1421.556,31899.3524385869,1995-12-01,"FIELD211"
"1147",205.257,4404.99697269811,1995-11-01,"FIELD211"
"1148",741.912,17620.6391782641,1995-10-01,"FIELD211"
"1149",1396.231,35650.0037202371,1995-09-01,"FIELD211"
"1150",1396.295,34499.9999464428,1995-08-01,"FIELD211"
"1151",1396.356,34638.0728904253,1995-07-01,"FIELD211"
"1152",1396.336,33494.3271397279,1995-06-01,"FIELD211"
"1153",2223.079,51242.9018308946,1995-05-01,"FIELD211"
"1154",2466.734,61160.3393296573,1995-04-01,"FIELD211"
"1155",4023.118,99762.6008418831,1995-03-01,"FIELD211"
"1156",5953.902,147655.732988331,1995-02-01,"FIELD211"
"1157",5945.302,147443.894658976,1995-01-01,"FIELD211"
"1158",5945.078,147432.284751873,1994-12-01,"FIELD211"
"1159",5944.28,147420.023557299,1994-11-01,"FIELD211"
"1160",5944.429,147425.82851085,1994-10-01,"FIELD211"
"1161",5693.317,141166.672740154,1994-09-01,"FIELD211"
"1162",4141.326,102761.298262283,1994-08-01,"FIELD211"
"1163",4083.298,101329.032161659,1994-07-01,"FIELD211"
"1164",4070.13,101000.018721107,1994-06-01,"FIELD211"
"1165",4063.819,100851.610128118,1994-05-01,"FIELD211"
"1166",4043.712,100356.688283383,1994-04-01,"FIELD211"
"1167",2573.34,63822.5759788508,1994-03-01,"FIELD211"
"1168",2008.962,49810.720680811,1994-02-01,"FIELD211"
"1169",2028.156,50290.3231115397,1994-01-01,"FIELD211"
"1170",2046.491,50949.992369747,1993-11-01,"FIELD211"
"1171",2090.851,51870.9694883052,1993-10-01,"FIELD211"
"1172",2066.619,51279.9968999301,1993-09-01,"FIELD211"
"1173",2180.937,54103.2431388457,1993-07-01,"FIELD211"
"1174",2266.634,56230.0082189844,1993-06-01,"FIELD211"
"1175",2226.386,55264.5170175836,1993-05-01,"FIELD211"
"1176",3109.677,77586.6871860572,1993-04-01,"FIELD211"
"1177",3468.926,86558.0588401813,1993-03-01,"FIELD211"
"1178",3317.87,82725.0055349484,1993-02-01,"FIELD211"
"1179",3343.536,83361.2850778706,1993-01-01,"FIELD211"
"1180",3289.16,81987.0968296074,1992-12-01,"FIELD211"
"1181",3016.798,75203.3431589484,1992-11-01,"FIELD211"
"1182",441.3,6499.99055096064,1992-08-01,"FIELD211"
"1183",2327.632,34280.6576527411,1992-07-01,"FIELD211"
"1184",2219.88,32673.336806486,1992-06-01,"FIELD211"
"1185",2023.368,29774.2014187039,1992-05-01,"FIELD211"
"1186",1884.697,27740.0041100744,1992-04-01,"FIELD211"
"1187",2422.587,35841.9353064376,1992-03-01,"FIELD211"
"1188",2294.888,33786.2171943982,1992-02-01,"FIELD211"
"1189",2339.278,34441.9504109292,1992-01-01,"FIELD211"
"1190",2589.693,38825.8230160696,1991-12-01,"FIELD211"
"1191",2581.69,38910.0090009876,1991-11-01,"FIELD211"
"1192",2234.624,35403.2224021878,1991-10-01,"FIELD211"
"1193",2252.231,36520.0105149297,1991-09-01,"FIELD211"
"1194",2486.419,45125.811679551,1991-08-01,"FIELD211"
"1195",3311.032,92625.8210447616,1991-07-01,"FIELD211"
"1196",1952.857,57353.3375232891,1991-06-01,"FIELD211"
"1197",2311.271,58203.3526242878,1991-04-01,"FIELD211"
"1198",2369.124,63964.5283308165,1991-03-01,"FIELD211"
"1199",1961.834,48839.2829416259,1991-02-01,"FIELD211"
"1200",1587.992,36774.2108467861,1991-01-01,"FIELD211"
"1201",1925.227,43474.203285226,1990-12-01,"FIELD211"
"1202",2130.586,50923.3462171039,1990-11-01,"FIELD211"
"1203",2290.664,55832.2697917532,1990-10-01,"FIELD211"
"1204",2249.337,55013.3465883126,1990-09-01,"FIELD211"
"1205",2140.175,53319.3478746394,1990-08-01,"FIELD211"
"1206",1589.351,40012.8935420529,1990-07-01,"FIELD211"
"1207",1571.045,36996.6679936128,1990-06-01,"FIELD211"
"1208",1657.139,40032.2622651218,1990-05-01,"FIELD211"
"1209",1731.226,43436.6834634916,1990-04-01,"FIELD211"
"1210",2078.028,53467.756467628,1990-03-01,"FIELD211"
"1211",2723.865,69571.4338571121,1990-02-01,"FIELD211"
"1212",2617.348,62632.2773323561,1990-01-01,"FIELD211"
"1213",2469.7,56951.6064206884,1989-12-01,"FIELD211"
"1214",2410.419,55709.997648169,1989-11-01,"FIELD211"
"1215",2477.552,57174.2051517481,1989-10-01,"FIELD211"
"1216",827.696,19256.6733069635,1989-09-01,"FIELD211"
"1217",205.737,4674.20523324826,1984-08-01,"FIELD211"
"1218",2119.338,48300.0169151278,1984-07-01,"FIELD211"
"1219",1701.538,38679.9912561208,1984-06-01,"FIELD211"
"1220",2067.315,46983.8782023782,1983-12-01,"FIELD211"
"1221",2901.715,72306.6713368197,1983-11-01,"FIELD211"
"1222",3580.195,91070.9713152415,1983-01-01,"FIELD211"
"1223",4222.079,107000.018711793,1982-12-01,"FIELD211"
"1224",4731.607,120356.678813387,1982-11-01,"FIELD211"
"1225",5453.459,113609.680409604,1982-10-01,"FIELD211"
"1226",10884.457,225606.688088947,1982-09-01,"FIELD211"
"1227",16043.129,331558.105654591,1982-08-01,"FIELD211"
"1228",15242.539,315012.940309892,1982-07-01,"FIELD211"
"1229",13478.643,278586.686874028,1982-06-01,"FIELD211"
"1230",1794.013,37080.6557606047,1982-05-01,"FIELD211"
"1231",301.91,24400.655025173,2009-06-01,"FIELD216"
"1232",301.912,24113.8336860426,2009-05-01,"FIELD216"
"1233",540.437,34628.6150636636,2009-03-01,"FIELD216"
"1234",540.923,29747.8667513733,2009-02-01,"FIELD216"
"1235",521.881,31976.4308950103,2009-01-01,"FIELD216"
"1236",499.547,31055.3971427589,2008-12-01,"FIELD216"
"1237",467.622,37891.9050986189,2008-11-01,"FIELD216"
"1238",425.505,35760.2978377129,2008-10-01,"FIELD216"
"1239",86.799,5032.41334263706,2008-09-01,"FIELD216"
"1240",975.026,39359.2557721697,2008-07-01,"FIELD216"
"1241",1024.252,35184.8428812703,2008-06-01,"FIELD216"
"1242",917.607,17344.3800229125,2008-05-01,"FIELD216"
"1243",910.584,14407.8380807823,2008-04-01,"FIELD216"
"1244",895.911,12435.1732797972,2008-03-01,"FIELD216"
"1245",0,0,2018-09-01,"FIELD216"
"1246",444.879,26672.17582509,2018-08-01,"FIELD216"
"1247",444.184,28477.6862806426,2018-07-01,"FIELD216"
"1248",1574.291,73298.9785919432,2005-08-01,"FIELD216"
"1249",432.158,29961.4324083702,2018-06-01,"FIELD216"
"1250",1332.311,74447.7930581806,2005-07-01,"FIELD216"
"1251",469.277,32502.671172076,2018-05-01,"FIELD216"
"1252",1477.295,92518.3869287916,2005-06-01,"FIELD216"
"1253",295.264,19902.5239440338,2018-04-01,"FIELD216"
"1254",1588.725,109374.329664839,2005-05-01,"FIELD216"
"1255",328.185,27132.0414137441,2018-03-01,"FIELD216"
"1256",1705.078,87558.8328324357,2005-04-01,"FIELD216"
"1257",1688.123,103147.228564485,2005-03-01,"FIELD216"
"1258",417.736,34171.4112585892,2018-02-01,"FIELD216"
"1259",1651.16,78041.7672276373,2005-02-01,"FIELD216"
"1260",403.756,35949.9640761861,2018-01-01,"FIELD216"
"1261",1391.428,71749.9904496676,2005-01-01,"FIELD216"
"1262",315.871,33447.887511317,2017-12-01,"FIELD216"
"1263",1384.925,86270.0198766474,2004-12-01,"FIELD216"
"1264",1396.587,86456.8261136149,2004-11-01,"FIELD216"
"1265",287.078,31686.7495543741,2017-11-01,"FIELD216"
"1266",1354.766,85488.3333264753,2004-10-01,"FIELD216"
"1267",367.528,38522.5212722227,2017-10-01,"FIELD216"
"1268",1366.905,95908.0833669335,2004-09-01,"FIELD216"
"1269",357.526,42922.9592326195,2017-09-01,"FIELD216"
"1270",1460.305,111915.030408459,2004-08-01,"FIELD216"
"1271",1452.841,105822.236111492,2004-07-01,"FIELD216"
"1272",454.07,53795.7788185498,2017-08-01,"FIELD216"
"1273",1452.877,111413.680639548,2004-06-01,"FIELD216"
"1274",420.114,44308.5308532127,2017-07-01,"FIELD216"
"1275",1455.101,97481.6505320509,2004-05-01,"FIELD216"
"1276",1669.04,84668.8154692562,2004-04-01,"FIELD216"
"1277",436.398,48325.3888096742,2017-06-01,"FIELD216"
"1278",1739.299,89789.0959868682,2004-03-01,"FIELD216"
"1279",307.374,35629.5872738442,2017-05-01,"FIELD216"
"1280",1733.35,105159.19714854,2004-02-01,"FIELD216"
"1281",1648.869,96846.7585146117,2004-01-01,"FIELD216"
"1282",1460.838,85557.058313154,2003-12-01,"FIELD216"
"1283",1367.68,83633.5232410061,2003-11-01,"FIELD216"
"1284",929.786,64087.7632471849,2003-09-01,"FIELD216"
"1285",1370.928,85156.60146865,2003-08-01,"FIELD216"
"1286",1574.793,86956.2786538045,2003-07-01,"FIELD216"
"1287",1638.273,84493.8173573176,2003-06-01,"FIELD216"
"1288",2111.213,115697.396558292,2003-05-01,"FIELD216"
"1289",2291.795,97975.8361387745,2003-04-01,"FIELD216"
"1290",2377.189,120449.586387055,2003-03-01,"FIELD216"
"1291",1765.46,70662.3120552223,2003-02-01,"FIELD216"
"1292",1223.693,71742.9678717128,2003-01-01,"FIELD216"
"1293",1613.047,54623.7350960533,2002-12-01,"FIELD216"
"1294",1395.425,61994.6385807974,2002-11-01,"FIELD216"
"1295",885.643,11021.0582778394,2002-10-01,"FIELD216"
"1296",63.586,1375.34923897344,2015-12-01,"FIELD216"
"1297",106.993,1844.95582285517,2015-11-01,"FIELD216"
"1298",308.832,14064.86443486,2015-10-01,"FIELD216"
"1299",95.187,2218.53997994342,2015-09-01,"FIELD216"
"1300",77.091,1816.92214472909,2015-08-01,"FIELD216"
"1301",66.956,3987.09695069338,2002-03-01,"FIELD216"
"1302",1479.412,100486.379440775,2002-02-01,"FIELD216"
"1303",214.384,6445.16913595853,2015-07-01,"FIELD216"
"1304",1698.6,90845.7391174487,2002-01-01,"FIELD216"
"1305",209.304,5916.69182801203,2015-06-01,"FIELD216"
"1306",1817.873,146703.748922754,2001-12-01,"FIELD216"
"1307",1679.652,131489.135565719,2001-11-01,"FIELD216"
"1308",1430.571,83373.0082523597,2001-10-01,"FIELD216"
"1309",1350.269,123658.819561866,2001-09-01,"FIELD216"
"1310",115.984,15527.0897591777,2015-03-01,"FIELD216"
"1311",1612.239,159062.353449367,2001-08-01,"FIELD216"
"1312",2141.501,124943.1018222,2001-07-01,"FIELD216"
"1313",138.84,17260.9585928525,2015-02-01,"FIELD216"
"1314",2151.146,110562.646132072,2001-06-01,"FIELD216"
"1315",155.863,12041.7106964014,2015-01-01,"FIELD216"
"1316",2157.424,132716.076211704,2001-05-01,"FIELD216"
"1317",2237.96,130330.183668402,2001-04-01,"FIELD216"
"1318",191.632,14036.0378850294,2014-12-01,"FIELD216"
"1319",2460.042,119058.37971399,2001-03-01,"FIELD216"
"1320",81.015,15541.3331330135,2014-11-01,"FIELD216"
"1321",2390.912,110711.564428299,2001-02-01,"FIELD216"
"1322",82.238,14112.0686181289,2014-10-01,"FIELD216"
"1323",164.291,14715.8121043169,2014-09-01,"FIELD216"
"1324",314.366,25076.9179554831,2014-08-01,"FIELD216"
"1325",604.562,24868.1095287137,2014-07-01,"FIELD216"
"1326",204.541,19394.7179340995,2014-06-01,"FIELD216"
"1327",244.579,20430.6897666678,2014-05-01,"FIELD216"
"1328",203.983,7183.30437607219,2014-04-01,"FIELD216"
"1329",372.944,6663.97340957491,2014-03-01,"FIELD216"
"1330",126.432,7055.56708109568,2014-02-01,"FIELD216"
"1331",436.599,14705.2782373847,2000-01-01,"FIELD216"
"1332",534.334,8863.08803275622,2014-01-01,"FIELD216"
"1333",1011.893,38005.7671387653,1999-12-01,"FIELD216"
"1334",924.95,37065.5345645245,1999-11-01,"FIELD216"
"1335",1008.326,28275.0226095836,2013-11-01,"FIELD216"
"1336",815.984,45289.9644392448,1999-10-01,"FIELD216"
"1337",838.702,40220.7675128847,1999-09-01,"FIELD216"
"1338",753.403,13167.6168337459,2013-10-01,"FIELD216"
"1339",817.942,38062.6556835686,1999-08-01,"FIELD216"
"1340",1207.721,12154.4966963773,2013-09-01,"FIELD216"
"1341",768.94,34110.9831079619,1999-07-01,"FIELD216"
"1342",477.673,7283.12126030899,2013-08-01,"FIELD216"
"1343",551.434,18079.9667468329,1999-06-01,"FIELD216"
"1344",446.531,9396.54910570291,2013-07-01,"FIELD216"
"1345",2013.647,64225.0716363095,1999-05-01,"FIELD216"
"1346",3186.473,58635.8924559805,1999-04-01,"FIELD216"
"1347",468.726,8490.91971799757,2013-06-01,"FIELD216"
"1348",3011.327,52614.7397808906,1999-03-01,"FIELD216"
"1349",1792.952,52053.3299803576,1998-09-01,"FIELD216"
"1350",1674.647,51273.0026388219,1998-06-01,"FIELD216"
"1351",1689.258,52733.5572691907,1998-05-01,"FIELD216"
"1352",345.565,11893.1322023332,2012-11-01,"FIELD216"
"1353",1685.541,49709.6578553242,1998-04-01,"FIELD216"
"1354",1691.266,32016.4425992448,1998-03-01,"FIELD216"
"1355",1691.776,34142.1599560597,1998-02-01,"FIELD216"
"1356",1755.564,38884.1840368957,1998-01-01,"FIELD216"
"1357",1868.553,41970.0123942589,1997-11-01,"FIELD216"
"1358",1919.972,44363.8619714534,1997-10-01,"FIELD216"
"1359",2077.605,55324.0107122734,1997-09-01,"FIELD216"
"1360",2129.705,59525.6644095944,1997-06-01,"FIELD216"
"1361",1982.058,67096.4565144315,1997-05-01,"FIELD216"
"1362",1779.909,58251.6611645737,1997-04-01,"FIELD216"
"1363",1775.895,0,1997-03-01,"FIELD216"
"1364",0,0,1997-02-01,"FIELD216"
"1365",50.671,3237.83318986906,2010-04-01,"FIELD216"
"1366",375.79,24241.5992978657,2010-03-01,"FIELD216"
"1367",363.355,25269.104393303,2010-02-01,"FIELD216"
"1368",363.227,25231.4713041823,2010-01-01,"FIELD216"
"1369",363.137,25334.7428437033,2009-12-01,"FIELD216"
"1370",364.252,25348.1367121413,2009-11-01,"FIELD216"
"1371",369,24317.714981505,2009-10-01,"FIELD216"
"1372",308.084,25337.4895778227,2009-09-01,"FIELD216"
"1373",301.911,25012.8086147988,2009-08-01,"FIELD216"
"1374",301.911,24534.1689568543,2009-07-01,"FIELD216"
"1375",2098.906,53716.6615491717,1991-11-01,"FIELD216"
"1376",1816.941,48877.4257339853,1991-10-01,"FIELD216"
"1377",1830.961,50416.6728810332,1991-09-01,"FIELD216"
"1378",2179.517,41312.9199690916,1991-08-01,"FIELD216"
"1379",1653.812,36819.3479002537,1991-07-01,"FIELD216"
"1380",705.778,20619.9878861353,1991-06-01,"FIELD216"
"1381",414.211,42523.3802103598,2017-04-01,"FIELD216"
"1382",349.695,34437.8444681733,2017-03-01,"FIELD216"
"1383",435.188,44231.3674462495,2017-02-01,"FIELD216"
"1384",436.017,37582.9683023002,2017-01-01,"FIELD216"
"1385",602.584,52509.4011115684,2016-12-01,"FIELD216"
"1386",174.448,2238.24850517146,2016-11-01,"FIELD216"
"1387",127.944,1728.48863282227,2016-10-01,"FIELD216"
"1388",197.973,1695.66940762214,2016-09-01,"FIELD216"
"1389",172.682,1577.02182040166,2016-08-01,"FIELD216"
"1390",103.241,1020.68073540864,2016-07-01,"FIELD216"
"1391",102.145,2394.5291815127,2016-06-01,"FIELD216"
"1392",114.906,1519.73683974605,2016-05-01,"FIELD216"
"1393",80.395,1039.48312154573,2016-04-01,"FIELD216"
"1394",62.009,1619.7236250624,2016-03-01,"FIELD216"
"1395",110.734,2054.0474180905,2016-02-01,"FIELD216"
"1396",73.139,1462.65007701658,2016-01-01,"FIELD216"
"1397",649.548,28020.9921788068,2013-12-01,"FIELD216"
"1398",70.9,822.009739719168,2013-05-01,"FIELD216"
"1399",340.994,21566.4501666263,2009-04-01,"FIELD216"
"1400",444.317,8940.27975656602,2008-02-01,"FIELD216"
"1401",90.65,6300.07361402112,2005-12-01,"FIELD216"
"1402",703.454,21439.2792085816,2005-11-01,"FIELD216"
"1403",132.52,5619.25167140966,2005-10-01,"FIELD216"
"1404",1167.716,88541.4557260247,2003-10-01,"FIELD216"
"1405",1275.002,75664.5962730855,2002-09-01,"FIELD216"
"1406",1628.12,78158.2627345167,2001-01-01,"FIELD216"
"1407",1358.328,44548.6293954662,2000-12-01,"FIELD216"
"1408",1376.454,49107.8965483976,2000-11-01,"FIELD216"
"1409",1271.642,45755.71993199,2000-10-01,"FIELD216"
"1410",688.31,25894.5669008271,2000-09-01,"FIELD216"
"1411",400.023,6396.60574405325,1999-02-01,"FIELD216"
"1412",1908.687,52454.2115775606,1998-08-01,"FIELD216"
"1413",1882.397,47306.4637187543,1998-07-01,"FIELD216"
"1414",1905.83,42969.0307420247,1997-12-01,"FIELD216"
"1415",1885.033,47276.1363760543,1997-08-01,"FIELD216"
"1416",1939.166,48583.5535000535,1997-07-01,"FIELD216"
"1417",538.285,13429.0379614833,1990-08-01,"FIELD216"
"1418",752.747,18922.591150871,1990-07-01,"FIELD216"
"1419",741.777,17469.9935543946,1990-06-01,"FIELD216"
"1420",784.399,18932.2471955589,1990-05-01,"FIELD216"
"1421",836.564,20966.6710389611,1990-04-01,"FIELD216"
"1422",882.804,22722.5703792845,1990-03-01,"FIELD216"
"1423",949.086,22671.4301543393,1990-02-01,"FIELD216"
"1424",803.065,16351.6196982436,1990-01-01,"FIELD216"
"1425",610.922,8045.1559189463,1989-12-01,"FIELD216"
"1426",596.273,7869.98790592819,1989-11-01,"FIELD216"
"1427",612.748,8077.40880721459,1989-10-01,"FIELD216"
"1428",530.44,7076.66313180672,1989-09-01,"FIELD216"
"1429",510.488,6829.03230835968,1989-08-01,"FIELD216"
"1430",532.401,7341.93535068058,1989-07-01,"FIELD216"
"1431",563.776,8700.0113132329,1989-06-01,"FIELD216"
"1432",816.457,14790.3137277005,1989-05-01,"FIELD216"
"1433",1233.01,26723.3443668818,1989-04-01,"FIELD216"
"1434",175.1,4461.29086372301,1988-03-01,"FIELD216"
"1435",2857.801,62958.0626523971,1987-05-01,"FIELD216"
"1436",226.852,4903.34515587072,1987-04-01,"FIELD216"
"1437",145.68,3203.23000333363,1986-12-01,"FIELD216"
"1438",1559.465,30893.538047639,1986-10-01,"FIELD216"
"1439",642.818,12406.6582152791,1986-09-01,"FIELD216"
"1440",1872.331,43912.9161894758,1986-08-01,"FIELD216"
"1441",1213.526,25380.6444520289,1986-07-01,"FIELD216"
"1442",2933.684,71322.5759672079,1986-05-01,"FIELD216"
"1443",2355.111,55140.0078431186,1986-04-01,"FIELD216"
"1444",2608.644,59248.3858477655,1986-03-01,"FIELD216"
"1445",546.314,11721.4188445993,1986-02-01,"FIELD216"
"1446",1765.811,37896.7755962327,1986-01-01,"FIELD216"
"1447",2460.083,49632.2679135882,1985-12-01,"FIELD216"
"1448",1614.068,28140.007885033,1985-11-01,"FIELD216"
"1449",2159.998,46329.0228080917,1985-10-01,"FIELD216"
"1450",819.288,17576.6631155067,1985-09-01,"FIELD216"
"1451",3028.742,65012.9029421921,1985-08-01,"FIELD216"
"1452",565.696,12135.4960923141,1985-07-01,"FIELD216"
"1453",3673.935,78816.6860514739,1985-06-01,"FIELD216"
"1454",3386.55,73696.7736528676,1985-05-01,"FIELD216"
"1455",1846.098,39826.6819588639,1985-04-01,"FIELD216"
"1456",233.128,4635.49610395699,1984-08-01,"FIELD216"
"1457",2401.527,47900.0131401692,1984-07-01,"FIELD216"
"1458",2044.52,40900.003712087,1984-06-01,"FIELD216"
"1459",3601.458,76541.9371310454,1984-05-01,"FIELD216"
"1460",3520.443,68206.675118764,1984-04-01,"FIELD216"
"1461",370.231,7355.15931803904,1984-02-01,"FIELD216"
"1462",2721.049,54058.0777685315,1984-01-01,"FIELD216"
"1463",1796.042,35687.0987892726,1983-12-01,"FIELD216"
"1464",1954.388,40236.6815806694,1983-11-01,"FIELD216"
"1465",943.673,18748.3859106371,1983-10-01,"FIELD216"
"1466",2341.734,46753.3507542728,1983-09-01,"FIELD216"
"1467",2032.113,40383.8725492547,1983-08-01,"FIELD216"
"1468",2125.709,42293.5606834191,1983-07-01,"FIELD216"
"1469",1845.847,36103.3281173284,1983-06-01,"FIELD216"
"1470",2216.931,40577.418195711,1983-05-01,"FIELD216"
"1471",2133.71,40716.6804472504,1983-04-01,"FIELD216"
"1472",2116.944,40645.152092759,1983-03-01,"FIELD216"
"1473",2216.705,39953.5697484426,1983-02-01,"FIELD216"
"1474",1822.338,39138.7241709112,1983-01-01,"FIELD216"
"1475",1896.699,40625.8116865367,1982-12-01,"FIELD216"
"1476",4235.551,90906.6769713147,1982-11-01,"FIELD216"
"1477",0,0,2018-09-01,"FIELD221"
"1478",457.771,16944.8293174994,2018-08-01,"FIELD221"
"1479",506.197,16103.7057063306,2018-07-01,"FIELD221"
"1480",538.621,3009.06138625229,2018-06-01,"FIELD221"
"1481",599.111,3346.51324708915,2018-05-01,"FIELD221"
"1482",572.157,3532.44166181222,2018-04-01,"FIELD221"
"1483",633.949,3553.4244451369,2018-03-01,"FIELD221"
"1484",639.996,5895.25597514189,2018-02-01,"FIELD221"
"1485",528.665,3915.08720980992,2018-01-01,"FIELD221"
"1486",528.242,4112.37068001638,2017-12-01,"FIELD221"
"1487",566.332,4058.76688941773,2017-11-01,"FIELD221"
"1488",688.575,5026.18363638682,2017-10-01,"FIELD221"
"1489",701.123,5601.72354336922,2017-09-01,"FIELD221"
"1490",891.341,7018.27379413402,2017-08-01,"FIELD221"
"1491",775.734,5780.8842317568,2017-07-01,"FIELD221"
"1492",862.53,6305.34054748723,2017-06-01,"FIELD221"
"1493",737.972,83155.4782368399,2015-11-01,"FIELD221"
"1494",552.16,21545.3541159153,2015-10-01,"FIELD221"
"1495",748.398,90947.7363988731,2015-09-01,"FIELD221"
"1496",622.325,80228.3374877783,2015-08-01,"FIELD221"
"1497",617.276,41886.2794788864,2015-07-01,"FIELD221"
"1498",586.669,37471.3432930345,2015-06-01,"FIELD221"
"1499",958.254,30145.2370595989,2015-03-01,"FIELD221"
"1500",768.437,31006.6921666207,2015-02-01,"FIELD221"
"1501",603.11,40587.7821615637,2015-01-01,"FIELD221"
"1502",348.483,38959.6201162168,2014-12-01,"FIELD221"
"1503",856.646,78034.6596991427,2014-11-01,"FIELD221"
"1504",943.421,24214.6982936033,2001-02-01,"FIELD221"
"1505",916.62,72567.2429591593,2014-10-01,"FIELD221"
"1506",943.514,24105.1120972923,2001-01-01,"FIELD221"
"1507",770.889,19770.3975378355,2000-12-01,"FIELD221"
"1508",1000.387,54916.6728740475,2014-09-01,"FIELD221"
"1509",734.036,21484.7560642084,2000-11-01,"FIELD221"
"1510",1066.63,56935.5224518241,2014-08-01,"FIELD221"
"1511",735.131,20552.961910252,2000-10-01,"FIELD221"
"1512",734.634,21301.6310172979,2000-09-01,"FIELD221"
"1513",533.477,56475.1188430848,2014-07-01,"FIELD221"
"1514",825.257,23603.1393577559,2000-08-01,"FIELD221"
"1515",729.773,76384.4954639939,2014-06-01,"FIELD221"
"1516",820.205,25111.3229240924,2000-07-01,"FIELD221"
"1517",796.371,75326.1250057713,2014-05-01,"FIELD221"
"1518",817.674,35438.2786582687,2000-06-01,"FIELD221"
"1519",1067.696,47562.8727646449,2000-05-01,"FIELD221"
"1520",1303.03,53705.1082757622,2014-04-01,"FIELD221"
"1521",1152.291,42739.8908194022,2000-04-01,"FIELD221"
"1522",1204.497,62219.6159269709,2014-03-01,"FIELD221"
"1523",1126.842,41488.342833729,2000-03-01,"FIELD221"
"1524",1408.912,59417.2675208402,2014-02-01,"FIELD221"
"1525",1137.177,42861.2001902024,2000-02-01,"FIELD221"
"1526",1111.011,85166.5406818038,2000-01-01,"FIELD221"
"1527",1202.439,74931.2748968924,2014-01-01,"FIELD221"
"1528",1101.996,88304.4154032031,1999-12-01,"FIELD221"
"1529",1129.164,87063.9393045473,1999-11-01,"FIELD221"
"1530",1485.523,50309.6352009155,2013-11-01,"FIELD221"
"1531",1137.169,123379.785355549,1999-10-01,"FIELD221"
"1532",1288.538,60744.4498037606,1999-09-01,"FIELD221"
"1533",1004.673,33524.9093340472,2013-10-01,"FIELD221"
"1534",1334.078,116095.616371916,1999-08-01,"FIELD221"
"1535",1255.125,106847.022789656,1999-07-01,"FIELD221"
"1536",938.403,36796.2696702812,2013-08-01,"FIELD221"
"1537",1099.501,97714.8114468895,1999-06-01,"FIELD221"
"1538",1076.514,34268.5946760929,2013-07-01,"FIELD221"
"1539",1446.201,122038.331381946,1999-05-01,"FIELD221"
"1540",1746.829,186827.304701288,1999-04-01,"FIELD221"
"1541",1221.543,36996.1299735276,2013-06-01,"FIELD221"
"1542",1745.705,177815.779758697,1999-03-01,"FIELD221"
"1543",1187.984,40012.1289871949,2013-05-01,"FIELD221"
"1544",1496.175,145416.691611454,1999-02-01,"FIELD221"
"1545",1257.415,45042.6734179569,2013-04-01,"FIELD221"
"1546",1056.733,102030.978471828,1999-01-01,"FIELD221"
"1547",1319.194,120058.077666074,1998-12-01,"FIELD221"
"1548",1427.325,49885.5054726605,2013-03-01,"FIELD221"
"1549",1752.129,120726.015443486,1998-11-01,"FIELD221"
"1550",1490.725,36512.3366495032,2013-02-01,"FIELD221"
"1551",1363.345,93492.9112042552,1998-10-01,"FIELD221"
"1552",1420.824,97547.3456161444,1998-09-01,"FIELD221"
"1553",1581.962,40236.3700953569,2013-01-01,"FIELD221"
"1554",1538.242,100097.107750674,1998-08-01,"FIELD221"
"1555",1540.433,91459.0536977848,1998-07-01,"FIELD221"
"1556",1487.51,50006.5033581481,2012-12-01,"FIELD221"
"1557",1165.647,69594.6819881641,1998-06-01,"FIELD221"
"1558",1229.128,51354.8383254728,1998-05-01,"FIELD221"
"1559",1226.427,48409.9995472911,1998-04-01,"FIELD221"
"1560",1226.024,70611.6248998226,1998-03-01,"FIELD221"
"1561",1087.669,129409.999421548,1998-01-01,"FIELD221"
"1562",1448.541,111888.016136811,1997-11-01,"FIELD221"
"1563",1830.751,136967.001222095,1997-09-01,"FIELD221"
"1564",2378.965,176216.78406534,1997-08-01,"FIELD221"
"1565",3962.777,115738.71083747,1997-07-01,"FIELD221"
"1566",627.588,4649.37135878707,2017-05-01,"FIELD221"
"1567",785.531,5547.86490115123,2017-04-01,"FIELD221"
"1568",616.92,4493.40216775834,2017-03-01,"FIELD221"
"1569",573.512,871.649171794944,2017-02-01,"FIELD221"
"1570",546.218,5532.09241759949,2017-01-01,"FIELD221"
"1571",1323.014,35898.3141480023,2016-12-01,"FIELD221"
"1572",1384.286,49242.8263224084,2016-11-01,"FIELD221"
"1573",983.86,37497.3381582059,2016-10-01,"FIELD221"
"1574",1554.608,36847.8063310787,2016-09-01,"FIELD221"
"1575",1371.287,34704.4192619904,2016-08-01,"FIELD221"
"1576",818.671,22458.6290522005,2016-07-01,"FIELD221"
"1577",781.712,45015.0928093763,2016-06-01,"FIELD221"
"1578",774.604,26512.0157407657,2016-05-01,"FIELD221"
"1579",908.929,29190.9593294485,2016-04-01,"FIELD221"
"1580",404.36,9719.36115685171,2016-03-01,"FIELD221"
"1581",393.647,10886.0152364421,2016-02-01,"FIELD221"
"1582",584.042,32217.4638932014,2016-01-01,"FIELD221"
"1583",127.907,25075.3605289206,2015-12-01,"FIELD221"
"1584",1384.383,48648.6256135219,2013-12-01,"FIELD221"
"1585",1393.92,48231.0087599831,2013-09-01,"FIELD221"
"1586",1443.45,67935.4563621059,2012-11-01,"FIELD221"
"1587",100.548,4475.8457228713,2012-10-01,"FIELD221"
"1588",74.664,2032.83809999309,2002-10-01,"FIELD221"
