"","oil","gas_total","period","well_name"
"3762",548.147,35987.5971653069,2017-04-01,"FIELD53A"
"3763",487.101,37991.4388143898,2017-03-01,"FIELD53A"
"3764",532.404,33107.462381588,2017-02-01,"FIELD53A"
"3765",600.514,33382.3340114565,2017-01-01,"FIELD53A"
"3766",481.994,39588.480645332,2016-12-01,"FIELD53A"
"3767",627.484,31985.4922859197,2016-11-01,"FIELD53A"
"3768",510.873,40428.5282163302,2016-10-01,"FIELD53A"
"3769",576.621,28660.7830107064,2016-09-01,"FIELD53A"
"3770",645.328,27046.2130517238,2016-08-01,"FIELD53A"
"3771",777.131,34296.5150868326,2016-07-01,"FIELD53A"
"3772",423.914,4437.84451474483,2016-06-01,"FIELD53A"
"3773",691.275,24347.9573736653,2016-05-01,"FIELD53A"
"3774",885.739,35484.3218508273,2016-04-01,"FIELD53A"
"3775",197.291,29335.6017818404,2016-03-01,"FIELD53A"
"3776",567.693,46177.6692630574,2016-02-01,"FIELD53A"
"3777",393.292,26761.6570603208,2016-01-01,"FIELD53A"
"3778",6378.426,195561.352864125,2003-10-01,"FIELD53A"
"3779",6020.368,133253.586593713,2003-01-01,"FIELD53A"
"3780",6301.701,143457.052559902,2002-12-01,"FIELD53A"
"3781",6699.36,168134.136641506,2002-11-01,"FIELD53A"
"3782",6406.25,152140.215349412,2002-10-01,"FIELD53A"
"3783",6363.392,139036.481321578,2002-09-01,"FIELD53A"
"3784",6752.977,150112.785767118,2002-08-01,"FIELD53A"
"3785",7439.688,159825.350880788,2002-07-01,"FIELD53A"
"3786",7484.943,167729.035834161,2002-06-01,"FIELD53A"
"3787",7520.608,176057.445169567,2002-05-01,"FIELD53A"
"3788",7216.878,149599.231437326,2002-04-01,"FIELD53A"
"3789",6946.967,146480.130785217,2002-03-01,"FIELD53A"
"3790",6694.294,135591.567032582,2002-02-01,"FIELD53A"
"3791",6614.82,143524.956358029,2002-01-01,"FIELD53A"
"3792",6472.675,134161.877764998,2001-12-01,"FIELD53A"
"3793",6704.801,131296.212889888,2001-11-01,"FIELD53A"
"3794",7147.104,143791.276300227,2001-10-01,"FIELD53A"
"3795",7179.87,148596.078829958,2001-09-01,"FIELD53A"
"3796",6861.509,147850.552892883,2001-08-01,"FIELD53A"
"3797",7486.401,155196.395968394,2001-07-01,"FIELD53A"
"3798",7881.748,154430.566852313,2001-06-01,"FIELD53A"
"3799",7994.418,167661.755006658,2001-05-01,"FIELD53A"
"3800",7994.492,169470.18209741,2001-04-01,"FIELD53A"
"3801",7957.675,165060.201359711,2001-03-01,"FIELD53A"
"3802",8154.323,162901.070123918,2001-02-01,"FIELD53A"
"3803",9103.817,158867.193742654,2001-01-01,"FIELD53A"
"3804",9383.266,172874.17854308,2000-12-01,"FIELD53A"
"3805",8478.806,180010.901706509,2000-11-01,"FIELD53A"
"3806",6751.06,127904.534272484,2000-10-01,"FIELD53A"
"3807",8480.819,211487.681843403,2000-09-01,"FIELD53A"
"3808",8668.646,203809.710474215,2000-08-01,"FIELD53A"
"3809",6454.953,118726.053202386,2000-07-01,"FIELD53A"
"3810",7645.252,146029.723023325,2000-06-01,"FIELD53A"
"3811",9042.753,145934.380200849,2000-05-01,"FIELD53A"
"3812",9799.203,161422.959048662,2000-04-01,"FIELD53A"
"3813",8714.066,136836.545509846,2000-03-01,"FIELD53A"
"3814",5434.224,91002.4445464888,2000-02-01,"FIELD53A"
"3815",6302.099,130603.950941253,2000-01-01,"FIELD53A"
"3816",7515.852,160599.108713914,1999-12-01,"FIELD53A"
"3817",9958.791,213256.238814153,1999-11-01,"FIELD53A"
"3818",9016.196,195714.433736801,1999-10-01,"FIELD53A"
"3819",9081.687,204395.472762818,1999-09-01,"FIELD53A"
"3820",7662.376,156415.294629946,1999-08-01,"FIELD53A"
"3821",7029.636,147122.951519702,1999-07-01,"FIELD53A"
"3822",2779.701,59498.621821099,1999-06-01,"FIELD53A"
"3823",2114.794,43450.5587183217,1999-05-01,"FIELD53A"
"3824",2073.736,40603.0449418767,1999-04-01,"FIELD53A"
"3825",2196.83,52071.9907822618,1999-03-01,"FIELD53A"
"3826",2136.826,51273.8804610662,1999-02-01,"FIELD53A"
"3827",2258.454,53170.4012615654,1999-01-01,"FIELD53A"
"3828",2177.346,46549.6676767365,1998-12-01,"FIELD53A"
"3829",2347.165,52695.018040979,1998-11-01,"FIELD53A"
"3830",2692.724,58877.7466427228,1998-10-01,"FIELD53A"
"3831",2983.671,58891.6785312461,1998-09-01,"FIELD53A"
"3832",2360.744,43535.8207434102,1998-08-01,"FIELD53A"
"3833",2358.026,50179.0379044332,1998-07-01,"FIELD53A"
"3834",2349.513,43453.6735714468,1998-06-01,"FIELD53A"
"3835",2686.502,51187.0893262618,1998-05-01,"FIELD53A"
"3836",2767.302,51117.3449331057,1998-04-01,"FIELD53A"
"3837",2200.294,0,1998-03-01,"FIELD53A"
"3838",2251.501,43309.2859706742,1998-02-01,"FIELD53A"
"3839",2251.343,37963.2352351841,1998-01-01,"FIELD53A"
"3840",2287.538,39208.3836135276,1997-12-01,"FIELD53A"
"3841",2150.944,37488.3334009897,1997-11-01,"FIELD53A"
"3842",2239.392,39267.4242386719,1997-10-01,"FIELD53A"
"3843",2241.119,36749.0088533192,1997-09-01,"FIELD53A"
"3844",2287.357,36795.4767985766,1997-08-01,"FIELD53A"
"3845",2484.349,40223.8823660099,1997-07-01,"FIELD53A"
"3846",2381.926,43057.011184386,1997-06-01,"FIELD53A"
"3847",2382.15,43234.8409809838,1997-05-01,"FIELD53A"
"3848",2987.466,55844.6725705605,1997-04-01,"FIELD53A"
"3849",3466.877,71900.9758756961,1997-03-01,"FIELD53A"
"3850",3483.089,71523.9370633237,1997-02-01,"FIELD53A"
"3851",3464.462,72210.9603953387,1997-01-01,"FIELD53A"
"3852",3579.383,66438.7128017925,1996-12-01,"FIELD53A"
"3853",3295.478,75038.6806960159,1996-11-01,"FIELD53A"
"3854",3497.393,79335.1675125734,1996-10-01,"FIELD53A"
"3855",3350.451,75282.9984484116,1996-09-01,"FIELD53A"
"3856",2938.311,65023.8898786698,1996-08-01,"FIELD53A"
"3857",3994.835,90833.8743587267,1996-07-01,"FIELD53A"
"3858",4005.009,90460.0070331725,1996-06-01,"FIELD53A"
"3859",3996.924,63546.1469224197,1996-05-01,"FIELD53A"
"3860",3998.971,88671.3451013422,1996-04-01,"FIELD53A"
"3861",3968.438,0,1996-03-01,"FIELD53A"
"3862",3988.471,97541.3990783601,1996-02-01,"FIELD53A"
"3863",3494.511,85291.9559953597,1996-01-01,"FIELD53A"
"3864",3270.838,73331.6279160637,1995-12-01,"FIELD53A"
"3865",4045.914,99793.6644225946,1995-11-01,"FIELD53A"
"3866",2834.224,65714.8492523612,1995-10-01,"FIELD53A"
"3867",3546.111,91288.6712318408,1995-09-01,"FIELD53A"
"3868",3616.554,88343.8890873523,1995-08-01,"FIELD53A"
"3869",3908.847,97020.9637548457,1995-07-01,"FIELD53A"
"3870",3918.545,93916.0215260329,1995-06-01,"FIELD53A"
"3871",4071.631,94655.1761726239,1995-05-01,"FIELD53A"
"3872",3937.52,97712.347881236,1995-04-01,"FIELD53A"
"3873",3269.255,0,1995-03-01,"FIELD53A"
"3874",3066.278,76058.5685597199,1995-02-01,"FIELD53A"
"3875",2858.917,70885.4771232138,1995-01-01,"FIELD53A"
"3876",3568.548,88519.3685856829,1994-12-01,"FIELD53A"
"3877",3648.147,90510.014584254,1994-11-01,"FIELD53A"
"3878",3648.125,90512.9029026063,1994-10-01,"FIELD53A"
"3879",3546.797,87990.0134554921,1994-09-01,"FIELD53A"
"3880",3659.345,90783.8668076452,1994-08-01,"FIELD53A"
"3881",5871.021,145648.408367117,1994-07-01,"FIELD53A"
"3882",6528.687,161926.687432687,1994-06-01,"FIELD53A"
"3883",6342.573,157316.138470578,1994-05-01,"FIELD53A"
"3884",6444.508,159840.019007323,1994-04-01,"FIELD53A"
"3885",6448.323,159935.503414031,1994-03-01,"FIELD53A"
"3886",7206.875,178782.148782342,1994-02-01,"FIELD53A"
"3887",7275.939,180490.334236158,1994-01-01,"FIELD53A"
"3888",7524.123,185612.908418344,1993-12-01,"FIELD53A"
"3889",7677.107,190438.722048246,1993-10-01,"FIELD53A"
"3890",6441.028,159793.352844139,1993-09-01,"FIELD53A"
"3891",4767.425,124225.807781178,1993-08-01,"FIELD53A"
"3892",4731.573,117374.206946084,1993-07-01,"FIELD53A"
"3893",6746.817,167373.347924119,1993-06-01,"FIELD53A"
"3894",9166.308,227490.353041094,1993-05-01,"FIELD53A"
"3895",9728.601,242666.682021536,1993-04-01,"FIELD53A"
"3896",13286.716,331719.39841278,1993-03-01,"FIELD53A"
"3897",12708.204,317032.186323521,1993-02-01,"FIELD53A"
"3898",12036.831,300187.117256565,1993-01-01,"FIELD53A"
"3899",699.675,21749.3769956106,2010-03-01,"FIELD53A"
"3900",676.317,22662.850149822,2010-02-01,"FIELD53A"
"3901",675.96,22643.0283572076,2010-01-01,"FIELD53A"
"3902",675.778,22724.6658259323,2009-12-01,"FIELD53A"
"3903",678.263,22753.4640589164,2009-11-01,"FIELD53A"
"3904",637.932,18214.811570304,2009-10-01,"FIELD53A"
"3905",2466.758,61516.1405070858,1992-12-01,"FIELD53A"
"3906",2523.111,62930.0006574244,1992-11-01,"FIELD53A"
"3907",2574.821,64219.3516332979,1992-10-01,"FIELD53A"
"3908",2513.383,62673.3367599145,1992-09-01,"FIELD53A"
"3909",2427.985,60577.437042561,1992-08-01,"FIELD53A"
"3910",2478.932,61987.106299604,1992-07-01,"FIELD53A"
"3911",2364.315,59080.0138779295,1992-06-01,"FIELD53A"
"3912",2154.967,53835.4790374717,1992-05-01,"FIELD53A"
"3913",2007.39,50160.0089835233,1992-04-01,"FIELD53A"
"3914",79.738,1977.42203121254,1992-03-01,"FIELD53A"
"3915",1144.136,19569.3479270323,1998-09-01,"FIELD55"
"3916",1795.677,30040.9744304471,1998-08-01,"FIELD55"
"3917",590.085,9796.12812796262,1998-07-01,"FIELD55"
"3918",1216.615,19241.3255761106,1998-06-01,"FIELD55"
"3919",3017.278,65554.5192669573,1998-05-01,"FIELD55"
"3920",2855.36,56207.3264248643,1998-04-01,"FIELD55"
"3921",2558.914,40788.0672175089,1998-03-01,"FIELD55"
"3922",2559.657,43496.4320098007,1998-02-01,"FIELD55"
"3923",2559.482,43695.4994413425,1998-01-01,"FIELD55"
"3924",2555.81,44136.4493764731,1997-12-01,"FIELD55"
"3925",2552.023,44054.3305213563,1997-11-01,"FIELD55"
"3926",2617.612,46569.6876872771,1997-10-01,"FIELD55"
"3927",2304.247,38726.6574193044,1997-09-01,"FIELD55"
"3928",3039.353,50208.06267219,1997-08-01,"FIELD55"
"3929",3129.967,108705.825550495,1997-07-01,"FIELD55"
"3930",5598.32,98653.6848124938,1997-06-01,"FIELD55"
"3931",6695.492,62248.7256452675,1997-05-01,"FIELD55"
"3932",6006.277,114936.013187127,1997-04-01,"FIELD55"
"3933",7179.401,148978.073090484,1997-03-01,"FIELD55"
"3934",9739.486,200349.306870133,1997-02-01,"FIELD55"
"3935",11585.69,247580.985797038,1997-01-01,"FIELD55"
"3936",11960.318,224018.084678289,1996-12-01,"FIELD55"
"3937",10862.422,247934.35172566,1996-11-01,"FIELD55"
"3938",11373.541,258200.341289123,1996-10-01,"FIELD55"
"3939",11409.068,256476.355034909,1996-09-01,"FIELD55"
"3940",11210.534,248611.634062447,1996-08-01,"FIELD55"
"3941",7914.11,181150.003494365,1996-07-01,"FIELD55"
"3942",10865.105,245363.012154027,1996-06-01,"FIELD55"
"3943",10870.114,244728.743107212,1996-05-01,"FIELD55"
"3944",10454.864,232584.695327227,1996-04-01,"FIELD55"
"3945",11644.266,250891.961401654,1996-03-01,"FIELD55"
"3946",12187.897,293871.412743225,1996-02-01,"FIELD55"
"3947",12023.054,200996.148596834,1996-01-01,"FIELD55"
"3948",12318.553,279548.723420145,1995-12-01,"FIELD55"
"3949",13907.356,348630.700583914,1995-11-01,"FIELD55"
"3950",11213.374,266149.389830736,1995-10-01,"FIELD55"
"3951",12965.018,327406.034755653,1995-09-01,"FIELD55"
"3952",12981.857,316844.558898002,1995-08-01,"FIELD55"
"3953",15066.891,373926.819248866,1995-07-01,"FIELD55"
"3954",15082.94,362056.029038494,1995-06-01,"FIELD55"
"3955",15981.935,368677.7820298,1995-05-01,"FIELD55"
"3956",16433.801,407554.716953968,1995-04-01,"FIELD55"
"3957",17285.04,428709.072052141,1995-03-01,"FIELD55"
"3958",13568.424,336506.446279697,1995-02-01,"FIELD55"
"3959",13740.21,340697.141357387,1995-01-01,"FIELD55"
"3960",13739.399,340677.461149005,1994-12-01,"FIELD55"
"3961",12515.863,310416.691355311,1994-11-01,"FIELD55"
"3962",7926.102,196587.102315074,1994-10-01,"FIELD55"
"3963",5892.578,146163.350222392,1994-09-01,"FIELD55"
"3964",14782.065,366654.883142961,1994-08-01,"FIELD55"
"3965",14902.078,369622.601933189,1994-07-01,"FIELD55"
"3966",14853.908,368423.355163171,1994-06-01,"FIELD55"
"3967",14689.097,364341.963113326,1994-05-01,"FIELD55"
"3968",14834.242,367910.027368151,1994-04-01,"FIELD55"
"3969",15093.856,374341.972536751,1994-03-01,"FIELD55"
"3970",15443.346,383125.037161038,1994-02-01,"FIELD55"
"3971",15591.339,386780.685422372,1994-01-01,"FIELD55"
"3972",15665.538,386425.847017728,1993-12-01,"FIELD55"
"3973",16033.161,399070.026942221,1993-11-01,"FIELD55"
"3974",14114.839,350100.033436726,1993-10-01,"FIELD55"
"3975",13472.248,334206.693583728,1993-09-01,"FIELD55"
"3976",12919.756,336612.945939729,1993-08-01,"FIELD55"
"3977",12821.899,318045.193193503,1993-07-01,"FIELD55"
"3978",12630.212,313343.350717981,1993-06-01,"FIELD55"
"3979",10814.215,268354.875744401,1993-05-01,"FIELD55"
"3980",5794.352,144570.017898354,1993-04-01,"FIELD55"
"3981",12039.692,300516.159013964,1993-03-01,"FIELD55"
"3982",13629.862,339960.733444915,1993-02-01,"FIELD55"
"3983",12212.621,304667.776843357,1993-01-01,"FIELD55"
"3984",12013.964,299654.873808021,1992-12-01,"FIELD55"
"3985",12287.837,306540.030106327,1992-11-01,"FIELD55"
"3986",12539.629,312806.491623443,1992-10-01,"FIELD55"
"3987",12240.727,305283.35677142,1992-09-01,"FIELD55"
"3988",11824.804,295083.911797448,1992-08-01,"FIELD55"
"3989",4721.996,118612.927400251,1992-07-01,"FIELD55"
"3990",6195.076,155286.670075329,1992-06-01,"FIELD55"
"3991",16582.145,414274.21969971,1992-05-01,"FIELD55"
"3992",14936.053,373043.361952042,1992-04-01,"FIELD55"
"3993",9018.072,226303.254198264,1992-03-01,"FIELD55"
"3994",15634.708,390875.896093354,1992-02-01,"FIELD55"
"3995",15937.542,398483.896534613,1992-01-01,"FIELD55"
"3996",12800.717,320551.630552747,1991-12-01,"FIELD55"
"3997",4572.265,116659.999441341,1991-11-01,"FIELD55"
"3998",8396.842,221629.048965016,1991-10-01,"FIELD55"
"3999",4925.521,102556.680728809,1991-09-01,"FIELD55"
"4000",5437.816,126732.273457269,1991-08-01,"FIELD55"
"4001",11537.482,296732.292071261,1991-07-01,"FIELD55"
"4002",12410.782,368240.031898334,1991-06-01,"FIELD55"
"4003",11242.957,331516.168404789,1991-05-01,"FIELD55"
"4004",11476.411,288660.036930126,1991-04-01,"FIELD55"
"4005",12074.631,282070.989896634,1991-03-01,"FIELD55"
"4006",11727.018,245546.448686249,1991-02-01,"FIELD55"
"4007",11253.264,217035.490110861,1991-01-01,"FIELD55"
"4008",11355.828,216238.738998302,1990-12-01,"FIELD55"
"4009",12572.094,318520.038394004,1990-11-01,"FIELD55"
"4010",7049.141,172009.693533473,1990-10-01,"FIELD55"
"4011",12962.271,317083.354865312,1990-09-01,"FIELD55"
"4012",13318.53,332151.655076006,1990-08-01,"FIELD55"
"4013",13157.572,331332.27880302,1990-07-01,"FIELD55"
"4014",12973.677,305896.699668603,1990-06-01,"FIELD55"
"4015",13392.729,323138.742607932,1990-05-01,"FIELD55"
"4016",13214.87,331646.709067578,1990-04-01,"FIELD55"
"4017",9258.91,233277.438662254,1990-03-01,"FIELD55"
"4018",2686.845,68774.9942298655,1990-02-01,"FIELD55"
"4019",4876.827,116309.691732151,1990-01-01,"FIELD55"
"4020",2059.625,47522.5778919445,1989-12-01,"FIELD55"
"4021",244.233,5640.0079199616,1989-11-01,"FIELD55"
"4022",1839.482,42448.3972005842,1989-10-01,"FIELD55"
"4023",1042.869,14781.2806536376,1997-12-01,"FIELD55D"
"4024",1710.683,23755.682210347,1997-11-01,"FIELD55D"
"4025",2056.974,29108.6988900987,1997-10-01,"FIELD55D"
"4026",2058.396,25861.3229229281,1997-09-01,"FIELD55D"
"4027",1534.103,18906.7620336261,1997-08-01,"FIELD55D"
"4028",2434.041,45901.2968403195,1997-07-01,"FIELD55D"
"4029",2969.248,46145.3314242493,1997-06-01,"FIELD55D"
"4030",3479.763,54339.0375204173,1997-05-01,"FIELD55D"
"4031",3003.72,60031.0068538752,1997-04-01,"FIELD55D"
"4032",3142.981,65271.6056526566,1997-03-01,"FIELD55D"
"4033",3645.075,74949.2844113249,1997-02-01,"FIELD55D"
"4034",3957.507,82411.6229937147,1997-01-01,"FIELD55D"
"4035",3378.716,61308.3798036403,1996-12-01,"FIELD55D"
"4036",4858.837,105935.022111468,1996-11-01,"FIELD55D"
"4037",6376.378,144730.008081598,1996-10-01,"FIELD55D"
"4038",6019.89,135414.671691921,1996-09-01,"FIELD55D"
"4039",7452.192,164735.492079841,1996-08-01,"FIELD55D"
"4040",7914.112,246824.869359339,1996-07-01,"FIELD55D"
"4041",7924.455,178989.003346697,1996-06-01,"FIELD55D"
"4042",7918.332,178288.416245164,1996-05-01,"FIELD55D"
"4043",7922.382,175671.684768444,1996-04-01,"FIELD55D"
"4044",7891.534,176237.766848665,1996-03-01,"FIELD55D"
"4045",8183.192,200329.683295445,1996-02-01,"FIELD55D"
"4046",8198.693,294801.30966846,1996-01-01,"FIELD55D"
"4047",8334.511,189115.815609161,1995-12-01,"FIELD55D"
"4048",8564.697,208954.343479897,1995-11-01,"FIELD55D"
"4049",5016.512,118369.997173339,1995-10-01,"FIELD55D"
"4050",7449.723,162279.345440144,1995-09-01,"FIELD55D"
"4051",6434.322,157044.523278067,1995-08-01,"FIELD55D"
"4052",6434.546,157661.943801159,1995-07-01,"FIELD55D"
"4053",6935.468,166409.357515587,1995-06-01,"FIELD55D"
"4054",2195.489,51656.4693753708,1995-05-01,"FIELD55D"
"4055",181.146,4516.67861565696,1992-09-01,"FIELD56"
"4056",2749.251,68583.8838322161,1992-08-01,"FIELD56"
"4057",2806.874,70177.4143741809,1992-07-01,"FIELD56"
"4058",2677.149,66886.685314878,1992-06-01,"FIELD56"
"4059",5132.883,128203.248687183,1992-05-01,"FIELD56"
"4060",6231.305,155680.019391338,1992-04-01,"FIELD56"
"4061",10264.142,257748.404417515,1992-03-01,"FIELD56"
"4062",7742.744,193544.853584615,1992-02-01,"FIELD56"
"4063",7887.003,197116.145959952,1992-01-01,"FIELD56"
"4064",4481.99,112896.775479804,1991-12-01,"FIELD56"
"4065",7504.151,191356.697581065,1991-11-01,"FIELD56"
"4066",8980.414,240774.2105301,1991-10-01,"FIELD56"
"4067",7977.353,219653.354261445,1991-09-01,"FIELD56"
"4068",8966.008,202216.151615404,1991-08-01,"FIELD56"
"4069",8069.611,161303.235421271,1991-07-01,"FIELD56"
"4070",6762.793,135023.33287202,1991-06-01,"FIELD56"
"4071",6760.318,135322.585306804,1991-05-01,"FIELD56"
"4072",7221.11,145390.017141965,1991-04-01,"FIELD56"
"4073",7401.877,159777.438776354,1991-03-01,"FIELD56"
"4074",7088.155,149367.882800669,1991-02-01,"FIELD56"
"4075",6700.869,142896.775433232,1991-01-01,"FIELD56"
"4076",8752.155,224725.83594201,1990-12-01,"FIELD56"
"4077",10256.987,267043.352677646,1990-11-01,"FIELD56"
"4078",10509.85,256119.364549924,1990-10-01,"FIELD56"
"4079",10319.885,252366.702772166,1990-09-01,"FIELD56"
"4080",10497.27,257254.870098263,1990-08-01,"FIELD56"
"4081",10919.296,248351.628777039,1990-07-01,"FIELD56"
"4082",8646.588,187093.34147502,1990-06-01,"FIELD56"
"4083",400.924,8325.80418551962,1990-05-01,"FIELD56"
"4084",6003.614,150783.357011263,1990-04-01,"FIELD56"
"4085",9234.847,221758.088834935,1990-03-01,"FIELD56"
"4086",8360.941,213046.439297753,1990-02-01,"FIELD56"
"4087",8500.969,200132.286557852,1990-01-01,"FIELD56"
"4088",7137.706,164600.024285745,1989-12-01,"FIELD56"
"4089",5128.493,118573.340448716,1989-11-01,"FIELD56"
"4090",5271.461,121690.345654177,1989-10-01,"FIELD56"
"4091",1294.651,30069.9991982039,1989-09-01,"FIELD56"
"4092",1364.887,48297.9497853266,2009-06-01,"FIELD57"
"4093",1364.892,45471.8152280586,2009-05-01,"FIELD57"
"4094",1362.988,35194.4139754184,2009-04-01,"FIELD57"
"4095",1369.944,32496.0450299735,2009-03-01,"FIELD57"
"4096",1371.176,30759.6843137987,2009-02-01,"FIELD57"
"4097",1324.274,25747.2626648556,2009-01-01,"FIELD57"
"4098",1277.322,25005.6444526111,2008-12-01,"FIELD57"
"4099",1192.776,32344.1817817006,2008-11-01,"FIELD57"
"4100",1085.346,30524.6828039317,2008-10-01,"FIELD57"
"4101",1107.005,24697.3872606106,2008-09-01,"FIELD57"
"4102",1103.021,20992.014616661,2008-08-01,"FIELD57"
"4103",1196.683,41671.9492670316,2008-07-01,"FIELD57"
"4104",1379.484,48862.6160232177,2008-06-01,"FIELD57"
"4105",1473.695,44664.0205453286,2008-05-01,"FIELD57"
"4106",1335.823,37996.9889163218,2008-04-01,"FIELD57"
"4107",1009.006,10429.1795503734,2008-03-01,"FIELD57"
"4108",1668.617,16734.5767315538,2008-02-01,"FIELD57"
"4109",1633.147,15084.6390311777,2008-01-01,"FIELD57"
"4110",1640.344,19267.603609748,2007-12-01,"FIELD57"
"4111",1654.77,16371.2149560853,2007-11-01,"FIELD57"
"4112",1214.678,28312.3725302385,2007-10-01,"FIELD57"
"4113",817.877,10954.8251736607,2007-08-01,"FIELD57"
"4114",1386.33,23734.6711101757,2007-07-01,"FIELD57"
"4115",1324.084,25439.3452750141,2007-06-01,"FIELD57"
"4116",1317.53,22293.1454007168,2007-05-01,"FIELD57"
"4117",1323.426,19656.0824281436,2007-04-01,"FIELD57"
"4118",1409.874,31440.024870018,2007-03-01,"FIELD57"
"4119",1408.214,33358.8876624783,2007-02-01,"FIELD57"
"4120",1402.204,21041.1443454981,2007-01-01,"FIELD57"
"4121",1358.456,22172.5439510815,2006-12-01,"FIELD57"
"4122",1362.194,19079.2682630646,2006-11-01,"FIELD57"
"4123",1345.82,27370.9506484408,2006-10-01,"FIELD57"
"4124",1106.428,43016.7446285322,2006-09-01,"FIELD57"
"4125",1131.833,43410.490380394,2006-08-01,"FIELD57"
"4126",1192.046,40054.6325739295,2006-07-01,"FIELD57"
"4127",1279.476,48477.3653253335,2006-06-01,"FIELD57"
"4128",1392.783,47349.5336424207,2006-05-01,"FIELD57"
"4129",1511.235,51683.6252312525,2006-04-01,"FIELD57"
"4130",1509.552,52618.3643372544,2006-03-01,"FIELD57"
"4131",1509.552,53043.003768748,2006-02-01,"FIELD57"
"4132",1546.073,53675.2906363008,2006-01-01,"FIELD57"
"4133",1794.43,54329.7779115817,2005-12-01,"FIELD57"
"4134",1806.584,36450.860775552,2005-11-01,"FIELD57"
"4135",1866.014,34430.7369396787,2005-10-01,"FIELD57"
"4136",2010.106,23368.6758679741,2005-09-01,"FIELD57"
"4137",2202.841,25082.4397405686,2005-08-01,"FIELD57"
"4138",1490.574,25237.4744756598,2005-07-01,"FIELD57"
"4139",2043.068,31275.1358723128,2005-06-01,"FIELD57"
"4140",2066.955,34236.1152530519,2005-05-01,"FIELD57"
"4141",2078.766,34408.7064330301,2005-04-01,"FIELD57"
"4142",2261.33,35068.0075722317,2005-03-01,"FIELD57"
"4143",2256.733,43479.9232882376,2005-02-01,"FIELD57"
"4144",2270.557,29714.6510903209,2005-01-01,"FIELD57"
"4145",2266.132,29185.8056633687,2004-12-01,"FIELD57"
"4146",2275.415,25631.4467622943,2004-11-01,"FIELD57"
"4147",2249.657,31533.4138300785,2004-10-01,"FIELD57"
"4148",2269.814,35909.7541540255,2004-09-01,"FIELD57"
"4149",2256.835,37501.5573683482,2004-08-01,"FIELD57"
"4150",2245.3,33146.4263624986,2004-07-01,"FIELD57"
"4151",1719.134,26116.1745422561,2004-06-01,"FIELD57"
"4152",1303.823,33962.7444160527,2004-04-01,"FIELD57"
"4153",2269.494,59759.6465129841,2004-03-01,"FIELD57"
"4154",2200.089,64086.1775037758,2004-02-01,"FIELD57"
"4155",2151.517,58185.6829120143,2004-01-01,"FIELD57"
"4156",2151.917,54682.1527505725,2003-12-01,"FIELD57"
"4157",2151.577,53911.3115526451,2003-11-01,"FIELD57"
"4158",401.464,10880.4651345101,2003-09-01,"FIELD57"
"4159",1940.583,40005.7576967117,2003-08-01,"FIELD57"
"4160",1941.316,35812.7406376013,2003-07-01,"FIELD57"
"4161",1443.689,26608.5478707978,2003-06-01,"FIELD57"
"4162",1978.175,28177.9524594662,2003-05-01,"FIELD57"
"4163",2034.34,31666.9277617597,2003-04-01,"FIELD57"
"4164",2386.796,39470.5692961229,2003-03-01,"FIELD57"
"4165",2134.439,34604.6023777536,2003-02-01,"FIELD57"
"4166",1686.85,24307.3510156524,2003-01-01,"FIELD57"
"4167",2605.291,44342.8791881288,2002-12-01,"FIELD57"
"4168",2666.674,50851.3931099136,2002-11-01,"FIELD57"
"4169",1834.611,31364.8153254697,2002-10-01,"FIELD57"
"4170",1302.3,20387.2800408422,2002-09-01,"FIELD57"
"4171",1967.726,31196.3017714007,2002-08-01,"FIELD57"
"4172",1994.058,30345.4937986975,2002-07-01,"FIELD57"
"4173",1850.617,37143.377575806,2002-06-01,"FIELD57"
"4174",1893.941,39804.5098679823,2002-05-01,"FIELD57"
"4175",1995.318,39461.1681030543,2002-04-01,"FIELD57"
"4176",2161.23,41658.3571806674,2002-03-01,"FIELD57"
"4177",2169.886,34708.6951058258,2002-02-01,"FIELD57"
"4178",2053.857,31248.3764522834,2002-01-01,"FIELD57"
"4179",2141.314,31744.0628518764,2001-12-01,"FIELD57"
"4180",2535.239,36250.7456206863,2001-11-01,"FIELD57"
"4181",2654.97,37642.46199699,2001-10-01,"FIELD57"
"4182",2649.947,43878.7094387927,2001-09-01,"FIELD57"
"4183",2904.736,50176.1779029274,2001-08-01,"FIELD57"
"4184",2930.475,57080.0233199831,2001-07-01,"FIELD57"
"4185",753.736,15121.0828127416,2015-02-01,"FIELD57"
"4186",2943.674,50415.7384250957,2001-06-01,"FIELD57"
"4187",377.655,7589.65112466739,2015-01-01,"FIELD57"
"4188",2943.657,53812.2309064197,2001-05-01,"FIELD57"
"4189",2893.353,52931.7185616415,2001-04-01,"FIELD57"
"4190",631.947,14965.5383744118,2014-12-01,"FIELD57"
"4191",2642.5,45188.5334947523,2001-03-01,"FIELD57"
"4192",1179.941,10141.112269993,2014-11-01,"FIELD57"
"4193",2833.664,46334.0065730918,2001-02-01,"FIELD57"
"4194",330.693,29411.1794453944,2014-10-01,"FIELD57"
"4195",3969.059,75579.2492974572,2001-01-01,"FIELD57"
"4196",4116.941,72067.1108146514,2000-12-01,"FIELD57"
"4197",1791.489,97848.8067649628,2014-09-01,"FIELD57"
"4198",4124.288,85723.1366184161,2000-11-01,"FIELD57"
"4199",2927.969,51052.8108397225,2000-10-01,"FIELD57"
"4200",3653.429,66847.1833138821,2000-09-01,"FIELD57"
